id,text,domain,category,FinalOff,FinalCB
1.31E+18, الفرق بينهما بكل شفافية : إذا افترضنا أن كلاهما راعي بقر : المرشح الديمقراطي سيحلب البقرة بطريقة ديمقراطية بعيدة عن القسوة والتشهير . أما المرشح الجمهوري سيحلب البقرة أمام الجمهور بطريقة قاسية وبلا رحمة .,News,Appearance,yes,yes
1.29E+18, الكلابُ تنبح والقافِلة تنبح وكُل شيءٍ ينبح ولا أحد يسيرُ في هذا البلد .,News,Appearance,yes,yes
1.29E+18, الكلام تقولوه للخنازير الخونة اللي دعموا الارهابيين لصالح اسرائيل,News,Appearance,yes,yes
1.29E+18, الكلب المدلل لإسرائيل,News,Appearance,yes,yes
1.31E+18," الكم عين يا ولاد الستين لعنة ترفعوا دعاوى على الصحافيين وعلى الناشطين ، ولك كيف الكم عين ؟ شو هالفجور هيدا ... كيف بدنا نخلص من قرفكم ؟ قتلتونا وسرقتونا وشحدونا الملح ، يا فاسدين يا مجرمين ... لو في قانون كان لازم كلكن تكونوا بالحبوسة ... قمة العهر تفه",News,Appearance,yes,yes
1.29E+18," اللَّهمَّ رحمتَك أَرجو فلا تَكِلني إلى نَفسِي طرفةَ عينٍ ، وأصلِح لي شَأني كلَّه لا إلَه إلَّا أنتَ سبحانك اني كنت من الظالمين",News,Appearance,no,no
1.29E+18, اللجنة الرئيسية تعلن نفاد عينات تشغيل جهاز الكشف عن كورونا بالكفرة,News,Appearance,no,no
1.29E+18," اللعب ع المكشوف والحق واضح والباطل يفلق عين الكفيف ، أقيمت عليكم الحجة يا أصحاب الحجج والأعذار",News,Appearance,no,no
1.29E+18, الله لا يسلم بك مغز إبرة يا خنزير .,News,Appearance,yes,yes
1.29E+18, الله يحميك يا بلدي ⁦ ❤ ️ ⁩ تحيا مصر رغم أنف الحاقدين 🙌,News,Appearance,no,no
1.29E+18, اللهم ارحم عبدك وابدله دارا خيرا من داره وانتقم من الكلب,News,Appearance,yes,yes
1.29E+18, اللهم رحمتك أرجو فلا تكلني إلى نفسي طرفة عين ِ وأصلح لي شأني كله لا إله إلا أنت,News,Appearance,no,no
1.31E+18, اللهم قر عين امه واحبابه به عاجلاً غير اجل الامير البناخي تركي بن عبدالله ' فوق الارض لا حدن ياصل علوك كود ابوك اللي له العليا تثنا والله ان تضحك لايفرح عدوك المواقف والزمن هذا زمنا ',News,Appearance,no,no
1.31E+18, المخابرات العراقية ساعدت امريكا بمكان ابو بقر البغدادي من ضربو بسوريا بس سبحان الله ما يعرفون الي يكتل بالمتظاهرين 🤓,News,Appearance,no,no
1.29E+18, المشكلة ليست في الانظمة فهي بطرفة عين يمكن ازالتها مع توقيعاتها وانما المشكلة في الشعوب الراضية بذلك,News,Appearance,no,no
1.29E+18, المشكله اكثر المغردين المنافقين من اخوان الشياطين وحزب الكلاب وغيرهم هذا موضوع يخص الامارات الي فيه خير يروح يحرر فلسطين,News,Appearance,yes,yes
1.29E+18, المشكله نتنياهو طلع تو ومعصب وشر بعيونه ويقول بتصريح مقزز انه راح يرجع ارضه يقصد فلسطين وانه لن يتخلى عنها,News,Appearance,yes,no
1.29E+18, المفروض هذه الكلمات تكتب بحروف من خرى كلب على قبره .,News,Appearance,yes,yes
1.29E+18, المكتوب يبان من عنونه هدي الاولة ... التانية اي تنازل يصب في صالح طرد المرتزقة من مقبول مهما كان شكلهم,News,Appearance,no,no
1.31E+18," المناظرة الأولا بين و : ١ - تمكن ترمب من شق طريقه داخل النقاش ، وكان جيدًا في التفاصيل وإدخال قضاياه في النقاش . أطلق بايدن العنان لهجمات شخصية متكررة كما توقعت ، بما في ذلك اللجوء إلى الشتائم ، مثل "" المهرج "" ، "" العنصري "" ، "" اخرس "" ، إلخ .",News,Appearance,yes,no
1.30E+18," المندوب ما زبطت معو في باريس في اوقح من هيك ، بعد الن عين يطلبوا",News,Appearance,yes,yes
1.30E+18, النائب رولا الطبش : ( إبادة جماعية بحق الشعب اللبناني .. ماعاد فينا اليوم نكذب على الشعب .. ماحدا يكذب علينا ),News,Appearance,no,no
1.29E+18, النواب الذين استقالوا متل الكلاب رح يرجعوا . او بستين جهنم,News,Appearance,yes,yes
1.31E+18, الي كلب العرب الي ذيول في الوطن العربي لعنة الله عليكم اجمعين هذا الي نقدر علية,News,Appearance,yes,yes
1.29E+18, اليهود كالكلاب اذا وقفت معهم يلهثون او تتركهم يظلون يلهثون حتى يصلون إلى هدم الإسلام في قلوبنا .,News,Appearance,yes,yes
1.31E+18, اليوم اتضحت الصورة وعرف السبب الذي أطال الحرب سنة كاملة .. وتسبب في زهق الارواح و تدمير الممتلكات .. انهم كلاب السلطة والمناصب,News,Appearance,yes,yes
1.31E+18," اليوم السادس و الاربعون : جميل جدا انك تسمع من اشخاص ماتعرفهم و لا يعرفوك مجرد يشوفوك بكثرة سواء في مباني العمل ، النادي ... و يقلك والله شكلك اختلف ماشاءالله في ٦ اسابيع . سعادة ، حماس ، توفيق من الله اللهم لك الحمد و الشكر 💪 🏽 📐",News,Appearance,no,no
1.29E+18, ام حصان بتدافع عن السعوديه وناسيه انه اول دوله وقعت على صفقة القرن السعوديه وناسيه انه زي البقر اعطوا مصاري لواحد خسيس,News,Appearance,yes,yes
1.29E+18, امراة بغي سقت كلبا فدخلت الجنة فمابالك تعاشر الكلاب كل يوم اللهم الفردوس الاعلى 🤲,News,Appearance,yes,yes
1.31E+18, انا : لقد بعتم عقائدكم واصبحتم اتباع للشيطان . هو : اخرس لعنكم الله اتباع اليهود الشيطان 😳,News,Appearance,yes,yes
1.31E+18, انا احمل كساعة في يدي اذا لم تضبط ساعتك على القدس فأنت تضيع وقتك القدس عشق وشوق ونور عين الانسانية,News,Appearance,no,no
1.31E+18, انا من اكثر المشجعين على الطلاق ليش تتحملين حياه مقرفه مع سخص مريض مايحترمج ؟,News,Appearance,yes,yes
1.31E+18, انت خنزير 🐖 مش ابنى ادم,News,Appearance,yes,yes
1.31E+18, انت متخيل أن ده كان شكل مصر زمان قبل ما تمسكنا الظباط الأشرار,News,Appearance,yes,yes
1.30E+18, انفجار الزرقاء يفتح عين على آلية تخزين الذخائر,News,Appearance,no,no
1.29E+18, انفجار دراجة نارية مفخخة بريف سري كانيه / رأس العين الجنوبي,News,Appearance,no,no
1.30E+18, انفجار يفتح عين على آلية تخزين الذخائر,News,Appearance,no,no
1.29E+18, اهل الامارات اشراف يمكن جتهم عين,News,Appearance,no,no
1.29E+18," اول مرة بحياتي بعرف كيف شكل الشياطين تاريهم كل عمرهن عاشين بيناتنا ، في زحمة شياطين",News,Appearance,yes,yes
1.30E+18," اولا "" يلعن ابوكن كلب يا يا اقل من بهايم لك شو دين رب هالمنظومة الخرا لك والله لخزقوا وادعس عليه باسبوري",News,Appearance,yes,yes
1.29E+18, اولاد القحبة لست خجولا حين اصارحكم بحقيقتكم ان حظيرة خنزير اطهر من اطهركم تتحرك دكة غسل الموتى اما انتم لا تهتز لكم قصبه !,News,Appearance,yes,yes
1.29E+18, اولاد القحبة هل تسكت مغتصبة ؟ لست خجولا حين اصارحكم بحقيقتكم أن حظيرة خنازير اطهر من اطهركم,News,Appearance,yes,yes
1.29E+18, اي حد بيدافع عن التطبيع او بيبرره هو نجس ووسخ ولما يحكمنا عملاء صهاينة بتبقي دي النتيجه بنتكلم في بديهيات,News,Appearance,yes,yes
1.31E+18, ايها الملعين علي وجه الكره الارضيه احقر من الحقارة يا اوسخ من الوسخة نفسها خط احمر يا زبالة الكرة الأرضية حسبي الله ونعم الوكيل فيكم يا شوية كلاب ضالة يا خنزير يا خوانة الوطن,News,Appearance,yes,yes
1.29E+18," ايوا هيك هنوا بعض على خيبتكم ، ما تقصرو يا كلاب الاحتلال يا كلاب أميركا ، يا عاهرات الغرب",News,Appearance,yes,yes
1.29E+18," إحدى الأمهات تقول "" ولادنا ربيناهم بدموع العين مش بمال الحرام متلهم",News,Appearance,yes,yes
1.29E+18, إذا الحكومة كلبه فالطبيعي لما يستقيل منها كلب نقول الله لايردك مس نتغزل فيه ونقول الحكومة نحس مابتلبق لسعادة معاليك,News,Appearance,yes,yes
1.29E+18, إذا دمعت عين أنثى بسبب رجل لعنته الملائكة في كل خطوة … يخطيها علي بن ابي طالب .,News,Appearance,no,no
1.29E+18," إسمك محمد ، لكنك سقطت من عين أمة محمد 🤚 🤚",News,Appearance,no,yes
1.31E+18," إشراقة الغد ، ليست بحاجة لرواياتٍ وخرافاتٍ وشعاراتٍ وهتافاتٍ فارغة تُسطر على جبين الذاكرة ، وتسرد على شكل مواويل",News,Appearance,no,no
1.29E+18, إصابة كلب بفيروس كورونا,News,Appearance,no,no
1.30E+18, إطلاق نار خلال إشكال في مخيم عين الحلوة,News,Appearance,no,no
1.29E+18, إلى الهاوية دامه البغل مولاهم 😄 🤣,News,Appearance,yes,yes
1.29E+18, إن القلب ليحزن وإن العين لتدمع وإنا على فراقك لمحزونون,News,Appearance,no,no
1.31E+18, إن أعين الإنسان تترجم مافي قلبه وربما تفضح سرّه الذي جاهد أن يخفيه لذا قيل عين المرء باطن قلبه,News,Appearance,no,no
1.29E+18, أبارك لحكام إنضمامهم رسميا لحظيرة أبناء القردة والخنازير .,News,Appearance,yes,yes
1.29E+18, أبتي الغالي لن نرضى بيع فلسطين وسنرجع إن عادت فينا عين الجالوت وحطين جيلك يا ابني جيل الثورة والحر بعمره ما يهون,News,Appearance,no,no
1.31E+18," أبرز المحطات - تولى أمير الجديد (8 3 ) عاماً ، أول مناصبه الحكومية في فبراير 1961 كمحافظ لمحافظة حولي - في 1978 عين وزيراً للداخلية حتى يناير 1988 - في يناير 1988 عُين وزيراً للدفاع .",News,Appearance,no,no
1.29E+18, أبن ستين ستين ستين ستين كلب .,News,Appearance,yes,yes
1.31E+18, أتوجه بالتهنئة الحارة لأصحاب السمو لنيلهم بجدارة رتبة ( كلب ),News,Appearance,yes,yes
1.31E+18, أخي المواطن العربي ؛ ستبدو بمنظر مقزز جداً وأنت تدافع عن عُهر دولتك في العلاقات الحميمية الإسرائيلية,News,Appearance,yes,yes
1.31E+18, أذرفي يا عين دمعـك لا بكيـتي الـبكـي أحـيان للضـيقة مبـاح الحزن خيم على الشعب الكويتي في وداع الشيخ وحاكمها صباح فيصل العبدالمحسن الجربا-الكويت @USERNAME ,News,Appearance,no,no
1.31E+18," أشرقت شمس صباح الأحمد منذ أكثر من ٧عقود ، عطاء وتواضع واخلاق وطيبة كثيرتبسم إذا حضرأسعدمن حوله بطيب الكلام واحسنه وإذاغادرتجدفقدان الأب الحنون جبرالله خوطركم وخواطرنا في فقدركن من أركان السلام ...",News,Appearance,no,no
1.30E+18, أعداء الأمة الإسلامية والشعوب العربية هم قطر وتركيا وايران واسرائيل مخططهم واحد كلاب خنازير كلهم بخندق واحد,News,Appearance,yes,yes
1.30E+18," أكيد عليه عين ، آخر شي وبعد التعويزة لازم نسكب له رصاصة 🤣 🤣",News,Appearance,no,no
1.29E+18," أمة الإسلام تنام لكنها لا تموت تنام وإذا أفاقت ، بسنين تسترد ما خسرتة بقرون ، يمهل ولا يهمل 👍 🏻",News,Appearance,no,no
1.29E+18, أنا ضد التطبيع مع اسرائيل بأي شكل كان هذا البعبع حربنا وياه مستمره,News,Appearance,no,yes
1.29E+18, أول آلية كهربائية صناعه تركية وحصوة فى عين اللى ما يصلى على النبى ( ص ),News,Appearance,no,no
1.29E+18, أولاد الفعلة لست خجولاً حين أصارحكم بحقيقتكم ان حظيرة خنزير أطهر من أطهركم.,News,Appearance,yes,yes
1.30E+18, أيد خفية لا تريد عودة مرفأ بيروت للعمل شكل القصة أكبر مما توقعنا,News,Appearance,no,no
1.31E+18, أيدت مجموعة تتكون من 70 من كبار المسؤولين الحكوميين الذين عملوا مع مختلف الإدارات الجمهورية إعادة انتخاب الرئيس ترامب مشيرين إلى إنجازاته في السياسة الخارجية والأمن القومي هذا هو عين العقل اعادة انتخاب الرئيس العظيم لأمريكا,News,Appearance,no,no
1.31E+18, أين عين قانا انا لا أراها 😊,News,Appearance,no,no
1.29E+18, أيها المسلمون : إعلموا أن آخر حصن للإسلام ! ! وإذا مات فلن تقوم لكم قائمة ! ! لذلك حافظوا عليه وإلتفوا حوله,News,Appearance,no,no
1.31E+18, آخر ما يمكن للكاذبين و المدلسين قوله .. استعان بالعفاريت لتفريغ المخزن المليئ بالصواريخ الذي زعم أنه يحتوى على سلاح تابع لحزب الله في طرفة عين ! .,News,Appearance,yes,yes
1.29E+18, باقية بقوة الله ♥ ️ 🇸 🇦 لو كلُّ كلبٍ عوى ألقمتُه حجرًا لأصبح الصخرُ مثقالاً بدينارِ,News,Appearance,yes,yes
1.29E+18, بالزبط 🙏 متفجرات في الميناء وبيقلك عيننا خارج حدود ! ! ! عنجد,News,Appearance,no,no
1.31E+18, بالصورة : وجهه مشوه .. العثور على جثة رجل,News,Appearance,no,no
1.31E+18," بايدن : "" أنا لست هنا لأبرهن أكاذيب ترامب ، الكلّ يعلم أنّه كذّاب "" تحولت إلى فوضى ، بسبب تبادل الإهانات بين ترامب وبايدن بكثرة ، إلى درجة أن قال لـ "" اخرس "" ، في حين ردّ الرئيس الأمريكي بعبارات إهانات أخرى لبايدن .",News,Appearance,yes,yes
1.31E+18, بأي عين قادر يقول تعبانة نفسيته ؟ من كتر الشغل ؟ من كتر السهر على مشاكل البلد ؟ كتر ما عم يعمل اجتماعات ليحل الازمات يلي غرقانين فيها ؟ ؟ خلص بقى يستحي على حاله ويفل ! !,News,Appearance,yes,yes
1.29E+18," بتشوف على الارض شباب و صبايا ، جمعيات ، كشّافة ، مؤسسات خاصة ! الدولة بنت الكلب و ينها !",News,Appearance,yes,yes
1.31E+18, بدأت الطيران في عمر ال 12 عام .. سمين أوزتورك .. أول قائدة طائرة استعراض جوي,News,Appearance,no,no
1.29E+18, بدلاً من الكمامة .. علماء : رذاذ الأنف للحماية من كورونا,News,Appearance,no,no
1.31E+18, بدو يفهم والجماعة يلي حوله في الكيان الصهيوني والتابعين لهم في ان في كل بيت في الجنوب والبقاع والشمال وبيروت وجبل لبنان والبقاع الغربي وبعلبك الهرمل مقاوم ضد وجود كيانه الغاصب اي ان في كل بيت صاروخ وبندقية ورصاصة ضدكم لذلك كل مسرحياتك واكتشافاتك ما قلها اي معنى,News,Appearance,no,no
1.29E+18, بشار الكيماوي بشار البطة بشار الزرافة جوز أسماء ذنب الكلب أبو رقبة حسن نترات حسن أمونيا حسن نص ليره,News,Appearance,yes,yes
1.31E+18, بعتت الاعلاميين ع الجناح ت يتحققوا ومنعتهم ب عين قانا يقربوا ع منطقة الانفجار ... لو سمحت هونيك متل ما سمحت هون كانت مصداقيتك مصانة اكتر !,News,Appearance,no,no
1.31E+18, بعد الرحمه والسلام لروح يا فرنسا عم تلعب دور كاريتاس عاساس بلبنان و الشيطان و اعمى .. انطر,News,Appearance,no,no
1.30E+18, بعد الو عين ما يسمى المجلس الاعلى للدفاع يجتمع ؟,News,Appearance,no,no
1.31E+18, بعد وفات الامير رحمة الله عليه عين كاميرا نطلب الرحمة لبطل الكويت ونرحب بالمستقبل,News,Appearance,no,no
1.29E+18, بعض المتشددين هنا في وسم لا يعرفوا من الصلوات إلا أساميها . حميّة جاهلية نتاجها قتل وفقر وتشريد .,News,Appearance,no,yes
1.29E+18, بقضيه خاشقجي كنا نعرف نفرق بين الادمي والمرتزق المطبل واليوم بقضيه فلسطين صرنا نعرف نفرق بين المسلم والكلب,News,Appearance,yes,yes
1.29E+18, بكرا بعد الظهر رح يكون في لدى عين التينة صورة شبه واضحة للمستقبل القريب يلي ناطرنا بلبنان,News,Appearance,no,no
1.31E+18, بل هم جهال في الواقع فتبقى الأمة شكلها شكل المتعلمة وحقيقتها أنها جاهلة فيكون في ذلك خيانة للأمة كلها ودمار للمجتمع,News,Appearance,yes,yes
1.29E+18, بوتن قال وجدنا لقاح لكورونا صدقوه لكن لما قال عندنا مواطنين يقاتلون في داروا الحوله 😁 نوضن يا اوجاع بحر الجبهات,News,Appearance,no,no
1.29E+18," بيروت مش للبيع ، فرجاءً خلوا دولارتكن الوسخين بعيدة عنها . فعلاً يلي استحوا ماتوا",News,Appearance,yes,yes
1.29E+18, تاريخ يكتب من جديد والزعامه لازم تشوفها العين والسيسي زعيم ماله مثيل عظيم نادر في هاذي السنين,News,Appearance,no,no
1.29E+18, تجار الزجاج والألمنيوم إنتو كمان كلاب مجرمين فاسدين سراقين وكلاب مرة تانية,News,Appearance,yes,yes
1.31E+18," تجود عين الكريم على من سكنها ، الا لا نامت أعين الجبناء ، رحم الله من مكانه في أعين شعب ، ووفق الله امير دولة",News,Appearance,no,no
1.31E+18, تحت ذريعة مواجهة أطماع تم الانقلاب على الشرعية في جزيرة وطردهامنهاوأصبحت الإمارات هي الآمر والناهي فيهالم نرى اي تواجدلتركيا في لكننا اليوم نرى 40سفينة إيرانية تدخل المياة اليمنية ولا شفنا ابن كلب يتكلم عن العبث والتنسيق الاماراتي الإيراني في اليمن .,News,Appearance,yes,yes
1.29E+18, تخرج دفعة جديده من الكلاب النابحه بـ تركيا,News,Appearance,yes,yes
1.31E+18," تسارع الأحداث في العالم هذا العام مخيف من حرائق ، أمراض ، حروب ، تغير في المناخ والكسوف الحلقي مرتين في سنة واحدة",News,Appearance,no,no
1.29E+18, تسجيل إصابة في بقاعصفرين ـ الضنية ووزراة الصحة تأخذ عيّنات مخالطين,News,Appearance,no,no
1.31E+18, تسقطون وتسقط عروبتكم وتسقط رؤسكم يا كلاب العرب كلاب العرب وانجسهم فلسطين عربية,News,Appearance,yes,yes
1.29E+18, تفيتوا علي خنازير الاخوان ولجانهم وتميم الشاذ والبجم أردوغان النهارده ؟,News,Appearance,yes,yes
1.29E+18, تقارير صينية أوضحت أنه تم اكتشاف عينات ملوثة بفيروس وجدت على 1 . أجنحة الدجاج المجمدة المستوردة من البراز يل,News,Appearance,no,no
1.30E+18, تلغي من مجموعة الدول المشاركة في طريق وتدخل بديل عن هنيأ لكل كلاب امريكا وعاهات تشريب بهذا المنجز,News,Appearance,yes,yes
1.31E+18," تمديد الحجر بالولايات التالية : بجاية ، البليدة ، تيزي وزو ، الجزائر ، عنابة ووهران ، تلمسان جيجل لمدة شهر إنطلاق من 1 أكتوبر . رفع الحجر عن ولايات : البويرة ، تبسة ، المدية ، إليزي ، بومرداس ، الطارف ، تندوف ، تيبازة ، عين الدفلى و غليزان 🙄 🙄 🙄 والله بزاف",News,Appearance,no,no
1.29E+18, تموت الشعوب ليحيا الكلاب,News,Appearance,yes,yes
1.31E+18, تميم انسان وسخ والحمدلله ان الديوان الاميري نشر الاعلان وفي كم مشهور في كاتبين من لايواسينا بوقت الضيق وقت الفرح لايشره علينا والله الشرهه على عقولكم,News,Appearance,yes,yes
1.31E+18, ثلاثة أيام حداداً على وفاة أمير الكويت اتفهم البروتوكول ولكن العار هو أن لا تعلن حكومتنا الحداد على ٢٥٠ قتيل ماتوا نتيجة اهمالها وتخاذلها ولا حتى عزاء لاهاليهم . ما قصرت الباحثة هناء جابر التي نعتتهم بحكومة تصريف أعمال بنت كلب ! !,News,Appearance,yes,yes
1.31E+18, جعل عين شعبّك ما تبكيك ❤ ️,News,Appearance,no,no
1.31E+18, جعل عين شعبك ماتبكيك أمير الوفاء والمجد لك كل الاحترام والتقدير,News,Appearance,no,no
1.29E+18, جمعيات عم تسرق عضهر المنكوبيبن والجرحى والقتلى والدمار ! ! ! انتبهوا انتبهوا ... مجرمين ولاد كلب سراقين الكوارث الله لا يوفقكن,News,Appearance,yes,yes
1.29E+18," جميلةٌ أنتِ يا ملاكي ، وكأنك القمر ليلة التِّمِ والنجوم حوله .. جميلة جدًا يا أميرتي لأنكِ تُشبهينَ",News,Appearance,no,no
1.31E+18, حاجة مزعلانى جدا ان حرفيا لعبة وعجينة فى ايد اخربو بلدكم حاضر يا معلم حاربو فى ليبا عينيا ياسيد الناس عندنا طالعة فى ارمنيا انت تامر يا كبير القرود بجد مفيش اوسخ ولا اقزر منكم ولا من الى بتعملوة فى حق بلدكم وفى حق نفسكم . ان خروف ممشيكم يا شوية بقر .,News,Appearance,yes,yes
1.31E+18, حالة السعادة الاماراتية الغير مسبوقة باتفاقية السلام مع اسرائيل شى مقرف ... جتكم القرف,News,Appearance,yes,yes
1.29E+18, حتى الهاشتاق تبعك غير شكل بيخطف القلب ♥ ️,News,Appearance,no,no
1.29E+18, حتى انتااا 😥 💔 مش ضليت أخرس أحسن 🤐 ربي عطاك عمر جديد وعافاك من مرضك و مازلت طامع في الدنيا والفلوس و ناسي الله 😷,News,Appearance,yes,yes
1.29E+18, حتى تحرير تركيا من كلاب الاخوان وعصابة وبجانب حتى تحصل على حقوقها من حرامى الماغول اردوغاز,News,Appearance,yes,yes
1.31E+18, حدآ عنده صور ﻻمير اﻻنسانية الفاطس وهو هربان بالتسعينات من الجيش العراقي وهو بالكلسون ؟ الجنازة حامية والميت كلب,News,Appearance,yes,yes
1.29E+18, حرامي النفط والغاز حليف اسرائيل ومنفذ مخططهم ومشروعهم خنزير اليهود ✋,News,Appearance,yes,yes
1.29E+18," حزينٌ على الأجيال القادمة ، التي لن تكره اسرائيل بـِ شكلٍ كافٍ .",News,Appearance,no,no
1.29E+18, حزينة على الأجيال القادمة التي لن تكره اسرائيل ب شكل كافٍ .,News,Appearance,no,no
1.31E+18, حفظ الله أهل مصر الأشرف ويبقى السيسي رغم انف الكلاب الضالة من الإخوان المفسدين 🇦 🇪 ❤ 🇪 🇬 تحيه وأجلاء لك يا ريس,News,Appearance,yes,yes
1.31E+18," حكمة أعجبتني .. 👇 "" إحداث تغيير في الحياة مخيف للغاية .. ولكن هل تعلم ما هو الأكثر رعباً .. ؟ الندَمْ "" .",News,Appearance,no,no
1.31E+18, حي يا قيوم برحمتك أستغيث أصلح لي شأني كله ولا تكلني إلى نفسي طرفة عين .,News,Appearance,no,no
1.29E+18," حياةٌ رغم أنفِ الموت ... كريستال ، جاد ، ونبيل وُلِدُوا من جديد .",News,Appearance,no,no
1.31E+18, خاين السراج كلب الاغا استقال يا مينز تكبييير 😂,News,Appearance,yes,yes
1.31E+18, خاين وابن كلب,News,Appearance,yes,yes
1.31E+18, خبول تلعب وتضحك بالفلسطينين وتستخدمهم كلاب نباح,News,Appearance,yes,yes
1.29E+18, خرية كلب ومقسومة انت وياه .,News,Appearance,yes,yes
1.29E+18, خلاص شكلها القيامه بتقوم ياربي رحمتك 💔,News,Appearance,no,no
1.30E+18, خلصنا حريق بكل المناطق حرقوا بعبدا و عين التينة,News,Appearance,no,no
1.29E+18, خلوني أشوف كلب يقول مطبعة مع زي الكلب ولا يقول زي الكلب المزروعي,News,Appearance,yes,yes
1.29E+18, خلي كلابكم تعلمكم الولاء يا عرب يا خونة ..,News,Appearance,yes,yes
1.29E+18, خمسة قتلى ونحو 15 جريحاً من المسلحين جراء تفجير سيارة مفخخة بريف سري كانيه / رأس العين,News,Appearance,no,no
1.29E+18, خنازير الاخوان ولجانهم ارفوا امنا السيسي باع النيل مع ان مستوي النيل من الفيضان وصل اعلي مستوي من ١٠سنين,News,Appearance,yes,yes
1.31E+18," خنازير دواعش بيسوو صرماية عتيقة قتلو ٤ من عناصر الجيش ، حتى لو تم قتل الإرهابي ، لا يعتبر هذا إنتصار ، لأنو راحو ٤ ورود",News,Appearance,yes,yes
1.31E+18, د . فيصل الشريفي : فقدنا قائدا استطاع جمع العالم من حوله .. ومساهمات سمو الأمير الراحل امتدت للعالم أجمع ولم تقتصر على العمل الدبلوماسي بل شملت العمل السياسي والإنساني,News,Appearance,no,no
1.31E+18, دائما في عين الله ومعيته والحمدلله,News,Appearance,no,no
1.31E+18, دائما مايردد جربان العرب مقولة حلب مادياً الحقيقة أن السعودية حلبت ترامب سياسيا اسمع واحكم 👇,News,Appearance,yes,yes
1.31E+18, انت دخان على شكل شيطان !,News,Appearance,yes,yes
1.29E+18," دم الشهدا في دير ياسين و بحر البقر و صبرا و شاتيلا ، دم الشهيد الشيخ أحمد ياسين دم محمد الدره في رقبتكم",News,Appearance,no,no
1.31E+18, دموع الحزن دليل على الحب ورقة القلب وهذة نعمة يفقدها الكثير كانت واضحه في عين سمو اميرنا المفدى حزن على الحمدلله على نعمة الحاكم الرحوم ونعوذ بك من قلب لايخشع وعين لا تدمع ووفق الله امير سمو الامير,News,Appearance,no,no
1.29E+18, ده عامل زي البلطجي اللي شايف نفسه في الحارة و بيجر شكل اللي رايح و اللي جاي عشان يفرد عليه عضلاته,News,Appearance,yes,yes
1.31E+18, دورة مياة كلكم كلاب بلا فرق وتلزمكم بلد البدون 😂 خونة وولاد سافرين,News,Appearance,yes,yes
1.29E+18," دولة اسرائيل ما عمرها اطلقت رصاصة علينا ولا نزلوا لمستوى كلاب العرب في شتمنا ، ما شفنا منهم اذى",News,Appearance,yes,yes
1.31E+18, دي جزاء اللي يبقي كلب لأمريكا و تبقي هي اللي بتحميه من الخطر الوهمي اللي هي مسأوله عنه فـ نفس الوقت .. برافو اسرائيل,News,Appearance,yes,yes
1.31E+18," رجعوا عملو حرب أهلية مثل ايام زمان لك تفووو عهيك شعب ، طلعت ريحتكم واحد واحد من الجوع يا حوش",News,Appearance,yes,yes
1.29E+18, رح يطقلن عرق هني وعم يحكوا عن الفاسدين معن جنسيات اجنبية كنا نشوفن بأم العين هني ومسافرين,News,Appearance,no,yes
1.31E+18," رداً على مقاطعة خلال المناظرة الرئاسية الأولى "" اخرس يا رجل """,News,Appearance,yes,yes
1.29E+18, رساله آلى أحفاد القرده والخنازير .. بليز طلعو من فلسطين,News,Appearance,yes,yes
1.29E+18, رسول الله صلى الله عليه وسلم كان أكمل الخلق في كل صفة يحصل بها انشراح الصدر واتساع القلب وقُرة العين وحياة الروح,News,Appearance,no,no
1.29E+18, رغم الديمقراطية العرجاء في لبنان تظل أرحم بكثير من حكم العسكر وسوريا مثال لكل من يفكر أن يسلم لهذا النهج,News,Appearance,no,yes
1.31E+18, روبوتات على شكل كلاب تطالب الناس بالحفاظ على قواعد التباعد ( ),News,Appearance,no,no
1.31E+18, روسيا دمرت البنية التحتية لسوريا من اجل انقاذ معتوه ذيل كلب ومن هذه البنى المدارس لتقضي على اجيال لاتجيد القراءة والكتابة وكان ذلك متعمدا حتى من المجتمع الدولي,News,Appearance,yes,yes
1.30E+18, رئيس المصريين رغم انف اعداء وخونة الاوطان,News,Appearance,no,yes
1.31E+18," رئيس الوزراء البريطاني بعد اصابته سابقا ب يقول انه تعافى وبصحة تضاهي "" كلب اللحّام "" . نحن نكره الكلاب عموماً ، ونحب الضباع اكثر ..",News,Appearance,yes,yes
1.31E+18, رئيس بدرجة إنسان لا ينكر ما نجح فى تحقيقة لمصر الإ عدو أو خائن سنقاتل معك كلاب أهل النار بكل ما نملك من قوه,News,Appearance,yes,yes
1.30E+18, رئيس مصر وافتخر بنحنك يانور عين المصرين,News,Appearance,no,no
1.29E+18, زعلانه منكم ومش هكلمكم هه كده تسيبو كلب يلعب فيا ويضحك الناس عَّلِـيا آل إيه مصر بتنهض جتك إيه ياسمك إيه قصدك بتنهد,News,Appearance,yes,yes
1.31E+18, زمن عجايب والله فعلا ونفوس ضعيفة ! ! إيران ماتسوى تلاتة تعريفة ! ! وفى غمضة عين بقت شريفة ! ! وقطر الإرهاب ياعينى عفيفة ! !,News,Appearance,yes,yes
1.29E+18, زياده عدد الحالات الفتره الاخيره يرجع لعدم الاتزام البعض في تعليمات الصحه الوقائيه .. شكلكم بطولون في المرحله الثالثه,News,Appearance,no,no
1.29E+18, سـ يتكالب علينا الخونة .. لـ رفض الكويت لـ التطبيع مع الكيان الصهيوني .. وسـ يهاجم الكويت الكثير من كلاب التصهين,News,Appearance,yes,yes
